,slide_number_in_experiment,verb,contentNr,content,speakerGender,fact,fact_type,utterance,question,subjectGender,speakerName,subjectName,trigger_class,response,rt,participant
8,10,see,10,X happened,M,Zoe is 5 years old,factL,Did Tim see that X happened?,10,M,Kenneth,Gary,NonProj,0.0,7833,8
9,11,discover,19,X happened,F,Jon lives 2 blocks away from work,factH,Did Ruth discover that X happened?,19,F,Kimberly,Joyce,NonProj,0.0,4858,8
10,12,admit,20,X happened,M,Charley lives in Mexico,factH,Did Anna admit that X happened?,20,F,Robert,Julie,C,1.0,5729,8
11,13,suggest,11,X happened,M,Danny loves cake,factH,Did Amanda suggest that X happened?,11,F,George,Christina,C,1.0,2633,8
12,14,annoyed,9,X happened,F,Grace loves her sister,factH,Is Andrew annoyed that X happened?,9,M,Sarah,Tyler,NonProj,0.0,5558,8
13,15,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Donna,NA,control,0.0,4463,8
14,16,inform_Sam,15,X happened,F,Tony really likes to party with his friends,factH,Did Rebecca inform Sam that X happened?,15,F,Margaret,Rachel,C,1.0,5805,8
15,17,reveal,1,X happened,M,Mary is a middle school student,factL,Did Patrick reveal that X happened?,1,M,Thomas,Ronald,NonProj,0.0,2037,8
16,18,know,13,X happened,F,Jackson is training for a marathon,factH,Does Laura know that X happened?,13,F,Sandra,Diane,NonProj,0.0,2028,8
17,19,hear,2,X happened,F,Josie loves France,factH,Did Scott hear that X happened?,2,M,Nancy,Gregory,C,1.0,4068,8
18,20,be_right_that,12,X happened,M,Frank is allergic to cats,factL,Is Melissa right that X happened?,12,F,James,Anna,C,0.0,3611,8
19,21,confirm,4,X happened,F,Olivia has two small children,factL,Did Jerry confirm that X happened?,4,M,Helen,Eric,C,1.0,3593,8
20,22,pretend,5,X happened,M,Sophia is a high end fashion model,factL,Did Ben pretend that X happened?,5,M,David,Kevin,NonProj,1.0,16914,8
21,23,confess,14,X happened,F,Jayden's car is in the shop,factH,Did Stephanie confess that X happened?,14,F,Betty,Nicole,C,0.0,3443,8
22,24,control,control2,X happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Kenneth,NA,control,1.0,4371,8
23,25,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Michelle,NA,control,0.0,2257,8
24,26,demonstrate,6,X happened,F,Mia is a nun,factL,Did Ray demonstrate that X happened?,6,M,Donna,Larry,C,0.0,7169,8
25,27,announce,7,X happened,F,Isabella is from Argentina,factH,Did Kevin announce that X happened?,7,M,Jennifer,Jeffrey,C,0.0,6585,8
0,2,reveal,17,X happened,M,Owen lives in Chicago,factH,Did Cynthia reveal that X happened?,17,F,David,Nicole,NonProj,0.0,20314,9
1,3,admit,11,X happened,M,Danny is a diabetic,factL,Did Amanda admit that X happened?,11,F,Steven,Ruth,C,0.22,23872,9
2,4,control,control4,X happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Steven,NA,control,1.0,16689,9
3,5,confess,14,X happened,M,Jayden's car is in the shop,factH,Did Stephanie confess that X happened?,14,F,Thomas,Sharon,C,0.56,20231,9
4,6,control,control6,X happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Richard,NA,control,1.0,12846,9
5,7,think,8,X happened,F,Emily has been saving for a year,factH,Does Brian think that X happened?,8,M,Susan,Patrick,NonProj,0.0,17530,9
6,8,prove,13,X happened,M,Jackson is training for a marathon,factH,Did Laura prove that X happened?,13,F,Paul,Virginia,C,0.0,10244,9
7,9,see,15,X happened,F,Tony really likes to party with his friends,factH,Did Rebecca see that X happened?,15,F,Betty,Shirley,NonProj,0.88,14327,9
8,10,be_right_that,20,X happened,F,Charley lives in Korea,factL,Is Anna right that X happened?,20,F,Ashley,Rachel,C,1.0,9893,9
9,11,hear,3,X happened,M,Emma is in first grade,factL,Did Justin hear that X happened?,3,M,Richard,Jacob,C,1.0,8976,9
10,12,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Jennifer,NA,control,1.0,10606,9
11,13,inform_Sam,10,X happened,F,Zoe is a math major,factH,Did Tim inform Sam that X happened?,10,M,Karen,Larry,C,1.0,11483,9
12,14,establish,2,X happened,F,Josie doesn't have a passport,factL,Did Scott establish that X happened?,2,M,Margaret,Alexander,NonProj,1.0,10809,9
13,15,suggest,16,X happened,F,Josh is a 75-year old man,factL,Did Sharon suggest that X happened?,16,F,Dorothy,Amy,C,0.3,18701,9
14,16,discover,4,X happened,M,Olivia works the third shift,factH,Did Jerry discover that X happened?,4,M,William,Scott,NonProj,1.0,16923,9
15,17,announce,9,X happened,F,Grace loves her sister,factH,Did Andrew announce that X happened?,9,M,Elizabeth,Timothy,C,1.0,7994,9
16,18,say,5,X happened,F,Sophia is a hipster,factH,Did Ben say that X happened?,5,M,Helen,Gary,C,0.15,19546,9
17,19,confirm,18,X happened,F,Julian is German,factL,Did Kathleen confirm that X happened?,18,F,Jennifer,Julie,C,0.0,8773,9
18,20,annoyed,6,X happened,M,Mia is a nun,factL,Is Ray annoyed that X happened?,6,M,Kenneth,Raymond,NonProj,1.0,8055,9
19,21,know,19,X happened,F,Jon lives 10 miles away from work,factL,Does Ruth know that X happened?,19,F,Carol,Rebecca,NonProj,1.0,7786,9
20,22,demonstrate,1,X happened,F,Mary is a middle school student,factL,Did Patrick demonstrate that X happened?,1,M,Lisa,Brian,C,0.51,21984,9
21,23,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Margaret,NA,control,1.0,10498,9
22,24,control,control2,X happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Kenneth,NA,control,1.0,9009,9
23,25,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Carol,NA,control,1.0,7148,9
24,26,pretend,12,X happened,F,Frank is allergic to cats,factL,Did Melissa pretend that X happened?,12,F,Sarah,Diane,NonProj,0.04,17585,9
25,27,acknowledge,7,X happened,M,Isabella is from Argentina,factH,Did Kevin acknowledge that X happened?,7,M,Matthew,Brandon,C,0.94,10523,9
0,2,know,1,X happened,F,Mary is a middle school student,factL,Does Patrick know that X happened?,1,M,Sandra,Scott,NonProj,0.95,15064,10
1,3,say,7,X happened,M,Isabella is a vegetarian,factL,Did Kevin say that X happened?,7,M,Christopher,Jeffrey,C,0.1,5129,10
2,4,admit,5,X happened,M,Sophia is a hipster,factH,Did Ben admit that X happened?,5,M,George,Nicholas,C,0.95,5102,10
3,5,demonstrate,19,X happened,M,Jon lives 2 blocks away from work,factH,Did Ruth demonstrate that X happened?,19,F,Paul,Amanda,C,0.3,5832,10
4,6,announce,18,X happened,F,Julian is Cuban,factH,Did Kathleen announce that X happened?,18,F,Jennifer,Kathleen,C,0.68,7719,10
5,7,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Donna,NA,control,0.34,8845,10
6,8,confirm,17,X happened,M,Owen lives in Chicago,factH,Did Cynthia confirm that X happened?,17,F,Mark,Rebecca,C,0.15,11157,10
7,9,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Steven,NA,control,0.5,9287,10
8,10,think,16,X happened,F,Josh is a 5-year old boy,factH,Does Sharon think that X happened?,16,F,Elizabeth,Brenda,NonProj,0.12,8844,10
9,11,annoyed,10,X happened,F,Zoe is 5 years old,factL,Is Tim annoyed that X happened?,10,M,Lisa,Patrick,NonProj,0.81,31488,10
10,12,pretend,4,X happened,F,Olivia has two small children,factL,Did Jerry pretend that X happened?,4,M,Donna,Andrew,NonProj,0.61,10163,10
11,13,control,control3,X happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,David,NA,control,0.8,21383,10
12,14,inform_Sam,14,X happened,F,Jayden doesn't have a driver's license,factL,Did Stephanie inform Sam that X happened?,14,F,Helen,Anna,C,0.91,14789,10
13,15,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Helen,NA,control,0.93,6449,10
14,16,discover,3,X happened,M,Emma is in first grade,factL,Did Justin discover that X happened?,3,M,Steven,Justin,NonProj,0.99,12142,10
15,17,prove,6,X happened,M,Mia is a nun,factL,Did Ray prove that X happened?,6,M,David,Gregory,C,0.23,10813,10
16,18,reveal,9,X happened,F,Grace hates her sister,factL,Did Andrew reveal that X happened?,9,M,Michelle,Ronald,NonProj,0.73,6708,10
17,19,establish,12,X happened,M,Frank has always wanted a pet,factH,Did Melissa establish that X happened?,12,F,Richard,Sharon,NonProj,0.49,6234,10
18,20,acknowledge,15,X happened,M,Tony has been sober for 20 years,factL,Did Rebecca acknowledge that X happened?,15,F,William,Heather,C,0.72,4235,10
19,21,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Carol,NA,control,0.23,4496,10
20,22,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Sandra,NA,control,0.96,13593,10
21,23,see,13,X happened,F,Jackson is training for a marathon,factH,Did Laura see that X happened?,13,F,Betty,Angela,NonProj,0.93,9492,10
22,24,hear,11,X happened,F,Danny loves cake,factH,Did Amanda hear that X happened?,11,F,Kimberly,Cynthia,C,0.7,6474,10
23,25,be_right_that,20,X happened,M,Charley lives in Mexico,factH,Is Anna right that X happened?,20,F,Kenneth,Janet,C,0.18,4226,10
24,26,confess,2,X happened,F,Josie loves France,factH,Did Scott confess that X happened?,2,M,Sarah,Tyler,C,0.95,17051,10
25,27,suggest,8,X happened,F,Emily never has any money,factL,Did Brian suggest that X happened?,8,M,Carol,Gary,C,0.2,15460,10
0,2,confess,6,X happened,M,Mia is a nun,factL,Did Ray confess that X happened?,6,M,Matthew,Scott,C,0.91,11196,11
1,3,know,15,X happened,M,Tony has been sober for 20 years,factL,Does Rebecca know that X happened?,15,F,George,Diane,NonProj,0.58,2776,11
2,4,think,3,X happened,F,Emma is in law school,factH,Does Justin think that X happened?,3,M,Susan,Tyler,NonProj,0.81,2296,11
3,5,pretend,5,X happened,M,Sophia is a hipster,factH,Did Ben pretend that X happened?,5,M,Robert,Larry,NonProj,0.67,2927,11
4,6,hear,10,X happened,M,Zoe is a math major,factH,Did Tim hear that X happened?,10,M,Thomas,Timothy,C,0.82,1999,11
5,7,announce,2,X happened,F,Josie loves France,factH,Did Scott announce that X happened?,2,M,Karen,Kevin,C,0.92,2307,11
6,8,acknowledge,9,X happened,F,Grace hates her sister,factL,Did Andrew acknowledge that X happened?,9,M,Lisa,Jeffrey,C,0.33,2044,11
7,9,confirm,16,X happened,M,Josh is a 75-year old man,factL,Did Sharon confirm that X happened?,16,F,Richard,Joyce,C,0.75,2327,11
8,10,reveal,7,X happened,F,Isabella is from Argentina,factH,Did Kevin reveal that X happened?,7,M,Sarah,Eric,NonProj,0.84,2199,11
9,11,control,control2,X happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,William,NA,control,0.62,2432,11
10,12,admit,11,X happened,F,Danny is a diabetic,factL,Did Amanda admit that X happened?,11,F,Michelle,Shirley,C,0.84,5213,11
11,13,inform_Sam,12,X happened,F,Frank is allergic to cats,factL,Did Melissa inform Sam that X happened?,12,F,Carol,Carolyn,C,0.73,2476,11
12,14,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Michelle,NA,control,0.87,2565,11
13,15,control,control4,X happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,James,NA,control,0.63,1756,11
14,16,establish,20,X happened,M,Charley lives in Korea,factL,Did Anna establish that X happened?,20,F,William,Rebecca,NonProj,0.75,2145,11
15,17,prove,13,X happened,F,Jackson is training for a marathon,factH,Did Laura prove that X happened?,13,F,Ashley,Virginia,C,0.67,2411,11
16,18,discover,1,X happened,F,Mary is a middle school student,factL,Did Patrick discover that X happened?,1,M,Margaret,Jerry,NonProj,0.79,1877,11
17,19,be_right_that,8,X happened,F,Emily has been saving for a year,factH,Is Brian right that X happened?,8,M,Sandra,Edward,C,0.69,1940,11
18,20,demonstrate,4,X happened,F,Olivia works the third shift,factH,Did Jerry demonstrate that X happened?,4,M,Nancy,Patrick,C,0.83,1767,11
19,21,suggest,14,X happened,F,Jayden's car is in the shop,factH,Did Stephanie suggest that X happened?,14,F,Betty,Stephanie,C,0.73,2362,11
20,22,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Richard,NA,control,0.69,2149,11
21,23,say,18,X happened,M,Julian is Cuban,factH,Did Kathleen say that X happened?,18,F,Paul,Rachel,C,0.73,2451,11
22,24,see,17,X happened,M,Owen lives in New Orleans,factL,Did Cynthia see that X happened?,17,F,James,Anna,NonProj,0.55,1697,11
23,25,annoyed,19,X happened,M,Jon lives 10 miles away from work,factL,Is Ruth annoyed that X happened?,19,F,Kenneth,Sharon,NonProj,0.77,1705,11
24,26,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Margaret,NA,control,0.66,3297,11
25,27,control,control3,X happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Matthew,NA,control,0.81,2285,11
0,2,inform_Sam,17,X happened,F,Owen lives in Chicago,factH,Did Cynthia inform Sam that X happened?,17,F,Linda,Diane,C,0.98,14874,12
1,3,announce,9,X happened,F,Grace loves her sister,factH,Did Andrew announce that X happened?,9,M,Sandra,Andrew,C,0.13,73627,12
2,4,know,16,X happened,M,Josh is a 75-year old man,factL,Does Sharon know that X happened?,16,F,James,Cynthia,NonProj,0.9,13586,12
3,5,think,19,X happened,F,Jon lives 10 miles away from work,factL,Does Ruth think that X happened?,19,F,Jennifer,Ruth,NonProj,0.01,30837,12
4,6,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Jennifer,NA,control,0.82,2534,12
5,7,reveal,8,X happened,F,Emily has been saving for a year,factH,Did Brian reveal that X happened?,8,M,Kimberly,Ryan,NonProj,0.55,2325,12
6,8,discover,2,X happened,F,Josie loves France,factH,Did Scott discover that X happened?,2,M,Nancy,Brandon,NonProj,0.04,4814,12
7,9,control,control2,X happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,James,NA,control,0.9,2337,12
8,10,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Susan,NA,control,0.51,2084,12
9,11,confess,7,X happened,F,Isabella is a vegetarian,factL,Did Kevin confess that X happened?,7,M,Susan,Scott,C,0.77,2934,12
10,12,admit,4,X happened,F,Olivia has two small children,factL,Did Jerry admit that X happened?,4,M,Michelle,Tyler,C,0.09,2245,12
11,13,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Donna,NA,control,0.94,2926,12
12,14,suggest,18,X happened,F,Julian is Cuban,factH,Did Kathleen suggest that X happened?,18,F,Betty,Shirley,C,0.74,2306,12
13,15,be_right_that,11,X happened,F,Danny is a diabetic,factL,Is Amanda right that X happened?,11,F,Dorothy,Nicole,C,0.88,404631,12
14,16,demonstrate,15,X happened,F,Tony has been sober for 20 years,factL,Did Rebecca demonstrate that X happened?,15,F,Carol,Janet,C,0.25,1417,12
15,17,confirm,6,X happened,M,Mia is a college student,factH,Did Ray confirm that X happened?,6,M,George,Raymond,C,0.39,2426,12
16,18,establish,13,X happened,F,Jackson is obese,factL,Did Laura establish that X happened?,13,F,Donna,Christina,NonProj,0.92,2388,12
17,19,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Helen,NA,control,0.07,2006,12
18,20,acknowledge,12,X happened,M,Frank has always wanted a pet,factH,Did Melissa acknowledge that X happened?,12,F,Matthew,Rebecca,C,0.87,1254,12
19,21,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Dorothy,NA,control,0.59,1286,12
20,22,prove,5,X happened,F,Sophia is a high end fashion model,factL,Did Ben prove that X happened?,5,M,Sarah,Brian,C,0.95,1414,12
21,23,hear,10,X happened,F,Zoe is 5 years old,factL,Did Tim hear that X happened?,10,M,Helen,Gary,C,0.21,1244,12
22,24,see,20,X happened,M,Charley lives in Mexico,factH,Did Anna see that X happened?,20,F,William,Julie,NonProj,0.53,1194,12
23,25,annoyed,1,X happened,M,Mary is taking a prenatal yoga class,factH,Is Patrick annoyed that X happened?,1,M,Paul,Kevin,NonProj,0.98,1494,12
24,26,say,14,X happened,M,Jayden doesn't have a driver's license,factL,Did Stephanie say that X happened?,14,F,Steven,Brenda,C,0.61,1874,12
25,27,pretend,3,X happened,F,Emma is in law school,factH,Did Justin pretend that X happened?,3,M,Jessica,Ronald,NonProj,0.16,1025,12
0,2,know,19,X happened,M,Jon lives 2 blocks away from work,factH,Does Ruth know that X happened?,19,F,Thomas,Joyce,NonProj,0.77,54834,13
1,3,confirm,5,X happened,M,Sophia is a high end fashion model,factL,Did Ben confirm that X happened?,5,M,Christopher,Ryan,C,0.39,129335,13
2,4,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Lisa,NA,control,0.74,22939,13
3,5,hear,17,X happened,F,Owen lives in New Orleans,factL,Did Cynthia hear that X happened?,17,F,Lisa,Heather,C,0.73,9781,13
4,6,pretend,1,X happened,F,Mary is taking a prenatal yoga class,factH,Did Patrick pretend that X happened?,1,M,Helen,Jeffrey,NonProj,0.25,196810,13
