,slide_number_in_experiment,verb,contentNr,content,speakerGender,fact,fact_type,utterance,question,subjectGender,speakerName,subjectName,trigger_class,response,rt,participant
7,9,prove,12,X happened,M,Frank has always wanted a pet,factH,Did Melissa prove that X happened?,12,F,Paul,Rebecca,C,0.25,11638,13
8,10,reveal,4,X happened,F,Olivia has two small children,factL,Did Jerry reveal that X happened?,4,M,Susan,Scott,NonProj,0.71,19553,13
9,11,control,control1,X happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Mark,NA,control,0.21,11174,13
10,12,see,20,X happened,F,Charley lives in Mexico,factH,Did Anna see that X happened?,20,F,Carol,Catherine,NonProj,0.76,40075,13
11,13,suggest,3,X happened,F,Emma is in law school,factH,Did Justin suggest that X happened?,3,M,Michelle,Jacob,C,0.78,19398,13
12,14,demonstrate,11,X happened,F,Danny is a diabetic,factL,Did Amanda demonstrate that X happened?,11,F,Elizabeth,Amy,C,0.49,30738,13
13,15,say,14,X happened,F,Jayden's car is in the shop,factH,Did Stephanie say that X happened?,14,F,Sandra,Anna,C,0.48,20317,13
14,16,control,control4,X happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Christopher,NA,control,0.61,30652,13
15,17,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Elizabeth,NA,control,0.28,39389,13
16,18,confess,10,X happened,F,Zoe is 5 years old,factL,Did Tim confess that X happened?,10,M,Donna,Edward,C,0.71,6154,13
17,19,announce,8,X happened,M,Emily never has any money,factL,Did Brian announce that X happened?,8,M,Mark,Jerry,C,0.53,12393,13
18,20,be_right_that,13,X happened,F,Jackson is training for a marathon,factH,Is Laura right that X happened?,13,F,Margaret,Melissa,C,0.23,8420,13
19,21,establish,15,X happened,F,Tony has been sober for 20 years,factL,Did Rebecca establish that X happened?,15,F,Kimberly,Janet,NonProj,0.47,9914,13
20,22,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Susan,NA,control,0.2,17678,13
21,23,admit,7,X happened,M,Isabella is a vegetarian,factL,Did Kevin admit that X happened?,7,M,Matthew,Patrick,C,0.35,38185,13
22,24,inform_Sam,18,X happened,F,Julian is German,factL,Did Kathleen inform Sam that X happened?,18,F,Karen,Stephanie,C,0.2,42625,13
23,25,think,16,X happened,F,Josh is a 5-year old boy,factH,Does Sharon think that X happened?,16,F,Dorothy,Julie,NonProj,0.57,14985,13
24,26,annoyed,6,X happened,M,Mia is a college student,factH,Is Ray annoyed that X happened?,6,M,Robert,Nicholas,NonProj,0.47,24812,13
25,27,acknowledge,2,X happened,F,Josie loves France,factH,Did Scott acknowledge that X happened?,2,M,Nancy,Gary,C,0.38,4888,13
0,2,demonstrate,19,X happened,M,Jon lives 10 miles away from work,factL,Did Ruth demonstrate that X happened?,19,F,Thomas,Melissa,C,0.56,36986,14
1,3,hear,6,X happened,F,Mia is a college student,factH,Did Ray hear that X happened?,6,M,Betty,Timothy,C,0.34,43122,14
2,4,establish,16,X happened,M,Josh is a 75-year old man,factL,Did Sharon establish that X happened?,16,F,Kenneth,Cynthia,NonProj,0.82,22669,14
3,5,confess,4,X happened,M,Olivia has two small children,factL,Did Jerry confess that X happened?,4,M,David,Benjamin,C,0.29,20379,14
4,6,pretend,1,X happened,F,Mary is a middle school student,factL,Did Patrick pretend that X happened?,1,M,Carol,Andrew,NonProj,0.7,13411,14
5,7,inform_Sam,7,X happened,F,Isabella is a vegetarian,factL,Did Kevin inform Sam that X happened?,7,M,Dorothy,Gregory,C,0.79,14723,14
6,8,prove,15,X happened,M,Tony has been sober for 20 years,factL,Did Rebecca prove that X happened?,15,F,Mark,Janet,C,0.29,21585,14
7,9,control,control2,X happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Mark,NA,control,0.68,13291,14
8,10,be_right_that,2,X happened,M,Josie doesn't have a passport,factL,Is Scott right that X happened?,2,M,William,Nicholas,C,0.76,7928,14
9,11,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Jennifer,NA,control,0.66,11732,14
10,12,admit,5,X happened,F,Sophia is a hipster,factH,Did Ben admit that X happened?,5,M,Helen,Tyler,C,0.6,15626,14
11,13,control,control4,X happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,William,NA,control,0.69,4376,14
12,14,suggest,14,X happened,M,Jayden's car is in the shop,factH,Did Stephanie suggest that X happened?,14,F,Matthew,Kathleen,C,0.4,16401,14
13,15,announce,12,X happened,F,Frank has always wanted a pet,factH,Did Melissa announce that X happened?,12,F,Jessica,Amanda,C,0.64,7314,14
14,16,control,control1,X happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Thomas,NA,control,0.64,10384,14
15,17,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Donna,NA,control,0.62,5444,14
16,18,think,20,X happened,M,Charley lives in Mexico,factH,Does Anna think that X happened?,20,F,James,Christina,NonProj,0.79,5568,14
17,19,control,control6,X happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,David,NA,control,0.3,4264,14
18,20,know,3,X happened,F,Emma is in first grade,factL,Does Justin know that X happened?,3,M,Jennifer,Edward,NonProj,0.69,9585,14
19,21,say,18,X happened,F,Julian is German,factL,Did Kathleen say that X happened?,18,F,Donna,Heather,C,0.61,5209,14
20,22,annoyed,9,X happened,M,Grace loves her sister,factH,Is Andrew annoyed that X happened?,9,M,Christopher,Gary,NonProj,0.61,9849,14
21,23,confirm,8,X happened,F,Emily never has any money,factL,Did Brian confirm that X happened?,8,M,Lisa,Ronald,C,0.32,7409,14
22,24,see,17,X happened,F,Owen lives in Chicago,factH,Did Cynthia see that X happened?,17,F,Nancy,Joyce,NonProj,0.31,19070,14
23,25,discover,10,X happened,F,Zoe is a math major,factH,Did Tim discover that X happened?,10,M,Linda,Ryan,NonProj,0.71,4456,14
24,26,acknowledge,11,X happened,F,Danny loves cake,factH,Did Amanda acknowledge that X happened?,11,F,Karen,Shirley,C,0.55,4305,14
25,27,reveal,13,X happened,M,Jackson is training for a marathon,factH,Did Laura reveal that X happened?,13,F,George,Amy,NonProj,0.6,9711,14
0,2,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Jessica,NA,control,0.83,3653,15
1,3,demonstrate,1,X happened,F,Mary is a middle school student,factL,Did Patrick demonstrate that X happened?,1,M,Margaret,Justin,C,0.72,1847,15
2,4,confirm,12,X happened,F,Frank has always wanted a pet,factH,Did Melissa confirm that X happened?,12,F,Elizabeth,Diane,C,0.87,1417,15
3,5,know,15,X happened,F,Tony has been sober for 20 years,factL,Does Rebecca know that X happened?,15,F,Susan,Amanda,NonProj,0.64,1526,15
4,6,say,8,X happened,F,Emily has been saving for a year,factH,Did Brian say that X happened?,8,M,Nancy,Andrew,C,0.82,1461,15
5,7,think,17,X happened,F,Owen lives in New Orleans,factL,Does Cynthia think that X happened?,17,F,Donna,Rachel,NonProj,0.63,1578,15
6,8,acknowledge,4,X happened,F,Olivia has two small children,factL,Did Jerry acknowledge that X happened?,4,M,Michelle,Timothy,C,0.86,1458,15
7,9,be_right_that,18,X happened,F,Julian is German,factL,Is Kathleen right that X happened?,18,F,Dorothy,Christina,C,0.42,1480,15
8,10,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Mark,NA,control,0.79,1359,15
9,11,annoyed,10,X happened,F,Zoe is 5 years old,factL,Is Tim annoyed that X happened?,10,M,Karen,Ronald,NonProj,0.69,2424,15
10,12,inform_Sam,3,X happened,M,Emma is in law school,factH,Did Justin inform Sam that X happened?,3,M,David,Jerry,C,0.83,1327,15
11,13,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Donna,NA,control,0.7,1308,15
12,14,suggest,13,X happened,F,Jackson is obese,factL,Did Laura suggest that X happened?,13,F,Linda,Anna,C,0.51,1339,15
13,15,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Michelle,NA,control,0.8,1456,15
14,16,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Susan,NA,control,0.65,1422,15
15,17,discover,9,X happened,M,Grace hates her sister,factL,Did Andrew discover that X happened?,9,M,George,Gregory,NonProj,0.8,1479,15
16,18,hear,20,X happened,M,Charley lives in Mexico,factH,Did Anna hear that X happened?,20,F,James,Rebecca,C,0.77,1602,15
17,19,reveal,7,X happened,F,Isabella is a vegetarian,factL,Did Kevin reveal that X happened?,7,M,Jessica,Jacob,NonProj,0.79,3548,15
18,20,prove,6,X happened,F,Mia is a college student,factH,Did Ray prove that X happened?,6,M,Helen,Edward,C,0.79,3494,15
19,21,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Linda,NA,control,0.74,2155,15
20,22,see,2,X happened,M,Josie loves France,factH,Did Scott see that X happened?,2,M,Paul,Kevin,NonProj,0.79,1640,15
21,23,pretend,11,X happened,F,Danny loves cake,factH,Did Amanda pretend that X happened?,11,F,Sarah,Melissa,NonProj,0.72,1936,15
22,24,confess,16,X happened,M,Josh is a 75-year old man,factL,Did Sharon confess that X happened?,16,F,Mark,Carolyn,C,0.8,4578,15
23,25,admit,14,X happened,F,Jayden's car is in the shop,factH,Did Stephanie admit that X happened?,14,F,Kimberly,Amy,C,0.79,2327,15
24,26,announce,5,X happened,M,Sophia is a hipster,factH,Did Ben announce that X happened?,5,M,Thomas,Benjamin,C,0.7,1970,15
25,27,establish,19,X happened,F,Jon lives 2 blocks away from work,factH,Did Ruth establish that X happened?,19,F,Sandra,Sharon,NonProj,0.84,1929,15
0,2,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Sarah,NA,control,0.98,13159,16
1,3,control,control3,X happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Robert,NA,control,0.95,12786,16
2,4,hear,8,X happened,M,Emily never has any money,factL,Did Brian hear that X happened?,8,M,William,Scott,C,0.99,3259,16
3,5,know,5,X happened,M,Sophia is a high end fashion model,factL,Does Ben know that X happened?,5,M,Steven,Benjamin,NonProj,0.95,3438,16
4,6,establish,7,X happened,M,Isabella is a vegetarian,factL,Did Kevin establish that X happened?,7,M,Robert,Tyler,NonProj,0.98,9728,16
5,7,discover,9,X happened,F,Grace loves her sister,factH,Did Andrew discover that X happened?,9,M,Carol,Brandon,NonProj,1.0,2609,16
6,8,confess,15,X happened,M,Tony really likes to party with his friends,factH,Did Rebecca confess that X happened?,15,F,Mark,Shirley,C,0.98,3510,16
7,9,control,control6,X happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,William,NA,control,0.97,3568,16
8,10,prove,1,X happened,F,Mary is a middle school student,factL,Did Patrick prove that X happened?,1,M,Sandra,Timothy,C,0.97,2434,16
9,11,pretend,20,X happened,F,Charley lives in Mexico,factH,Did Anna pretend that X happened?,20,F,Karen,Laura,NonProj,0.99,16336,16
10,12,confirm,17,X happened,F,Owen lives in New Orleans,factL,Did Cynthia confirm that X happened?,17,F,Ashley,Diane,C,0.97,15033,16
11,13,control,control1,X happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Kenneth,NA,control,0.98,2536,16
12,14,think,10,X happened,F,Zoe is a math major,factH,Does Tim think that X happened?,10,M,Susan,Raymond,NonProj,0.96,2688,16
13,15,say,11,X happened,M,Danny loves cake,factH,Did Amanda say that X happened?,11,F,James,Rachel,C,0.97,3689,16
14,16,see,14,X happened,M,Jayden's car is in the shop,factH,Did Stephanie see that X happened?,14,F,David,Heather,NonProj,0.96,2409,16
15,17,announce,3,X happened,F,Emma is in first grade,factL,Did Justin announce that X happened?,3,M,Linda,Patrick,C,0.98,2059,16
16,18,annoyed,4,X happened,F,Olivia works the third shift,factH,Is Jerry annoyed that X happened?,4,M,Dorothy,Edward,NonProj,0.96,1929,16
17,19,demonstrate,6,X happened,F,Mia is a nun,factL,Did Ray demonstrate that X happened?,6,M,Kimberly,Andrew,C,0.97,1306,16
18,20,suggest,18,X happened,M,Julian is German,factL,Did Kathleen suggest that X happened?,18,F,Kenneth,Catherine,C,0.99,1952,16
19,21,admit,12,X happened,F,Frank is allergic to cats,factL,Did Melissa admit that X happened?,12,F,Sarah,Amanda,C,0.98,1491,16
20,22,control,control2,X happened,F,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Elizabeth,NA,control,0.98,2119,16
21,23,inform_Sam,13,X happened,F,Jackson is training for a marathon,factH,Did Laura inform Sam that X happened?,13,F,Betty,Stephanie,C,0.97,2128,16
22,24,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Sandra,NA,control,0.97,1491,16
23,25,acknowledge,19,X happened,F,Jon lives 2 blocks away from work,factH,Did Ruth acknowledge that X happened?,19,F,Michelle,Julie,C,0.98,1470,16
24,26,reveal,2,X happened,M,Josie loves France,factH,Did Scott reveal that X happened?,2,M,Richard,Kevin,NonProj,0.98,1342,16
25,27,be_right_that,16,X happened,F,Josh is a 75-year old man,factL,Is Sharon right that X happened?,16,F,Elizabeth,Christina,C,0.93,1323,16
0,2,demonstrate,2,X happened,M,Josie loves France,factH,Did Scott demonstrate that X happened?,2,M,Kenneth,Andrew,C,0.9,2462,17
1,3,control,control2,X happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Mark,NA,control,0.21,1672,17
2,4,inform_Sam,11,X happened,F,Danny loves cake,factH,Did Amanda inform Sam that X happened?,11,F,Betty,Cynthia,C,0.86,1463,17
3,5,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Michelle,NA,control,0.75,1464,17
4,6,hear,18,X happened,M,Julian is German,factL,Did Kathleen hear that X happened?,18,F,Steven,Anna,C,0.79,1240,17
5,7,say,10,X happened,F,Zoe is a math major,factH,Did Tim say that X happened?,10,M,Lisa,Larry,C,0.5,1152,17
6,8,control,control3,X happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Steven,NA,control,0.72,1232,17
7,9,see,12,X happened,M,Frank is allergic to cats,factL,Did Melissa see that X happened?,12,F,Robert,Nicole,NonProj,0.81,1511,17
8,10,acknowledge,4,X happened,F,Olivia has two small children,factL,Did Jerry acknowledge that X happened?,4,M,Michelle,Gregory,C,0.51,1160,17
9,11,prove,14,X happened,F,Jayden doesn't have a driver's license,factL,Did Stephanie prove that X happened?,14,F,Carol,Laura,C,0.74,1280,17
10,12,pretend,19,X happened,F,Jon lives 2 blocks away from work,factH,Did Ruth pretend that X happened?,19,F,Donna,Rachel,NonProj,0.84,1176,17
11,13,announce,17,X happened,M,Owen lives in New Orleans,factL,Did Cynthia announce that X happened?,17,F,Mark,Virginia,C,0.51,1120,17
12,14,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,David,NA,control,0.85,1160,17
13,15,confirm,20,X happened,M,Charley lives in Korea,factL,Did Anna confirm that X happened?,20,F,Christopher,Angela,C,0.54,1296,17
14,16,admit,9,X happened,F,Grace loves her sister,factH,Did Andrew admit that X happened?,9,M,Jessica,Brandon,C,0.79,1304,17
15,17,suggest,6,X happened,F,Mia is a college student,factH,Did Ray suggest that X happened?,6,M,Jennifer,Scott,C,0.22,1304,17
16,18,be_right_that,1,X happened,M,Mary is taking a prenatal yoga class,factH,Is Patrick right that X happened?,1,M,James,Justin,C,0.76,1304,17
17,19,discover,7,X happened,M,Isabella is a vegetarian,factL,Did Kevin discover that X happened?,7,M,Matthew,Patrick,NonProj,0.44,1135,17
18,20,control,control6,X happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Matthew,NA,control,0.89,1200,17
19,21,establish,8,X happened,M,Emily never has any money,factL,Did Brian establish that X happened?,8,M,George,Brian,NonProj,0.25,1169,17
20,22,know,15,X happened,M,Tony has been sober for 20 years,factL,Does Rebecca know that X happened?,15,F,David,Amanda,NonProj,0.82,1071,17
21,23,confess,3,X happened,F,Emma is in law school,factH,Did Justin confess that X happened?,3,M,Margaret,Jerry,C,0.48,1065,17
22,24,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Carol,NA,control,0.74,967,17
23,25,reveal,13,X happened,F,Jackson is training for a marathon,factH,Did Laura reveal that X happened?,13,F,Nancy,Amy,NonProj,0.52,1017,17
24,26,annoyed,5,X happened,F,Sophia is a hipster,factH,Is Ben annoyed that X happened?,5,M,Linda,Tyler,NonProj,0.84,951,17
25,27,think,16,X happened,F,Josh is a 75-year old man,factL,Does Sharon think that X happened?,16,F,Karen,Kathleen,NonProj,0.45,1056,17
0,2,acknowledge,2,X happened,F,Josie loves France,factH,Did Scott acknowledge that X happened?,2,M,Kimberly,Gregory,C,0.12,170162,18
1,3,pretend,13,X happened,F,Jackson is obese,factL,Did Laura pretend that X happened?,13,F,Lisa,Janet,NonProj,0.6,10049,18
2,4,see,20,X happened,M,Charley lives in Korea,factL,Did Anna see that X happened?,20,F,Richard,Sharon,NonProj,0.11,22376,18
3,5,annoyed,5,X happened,F,Sophia is a hipster,factH,Is Ben annoyed that X happened?,5,M,Elizabeth,Ryan,NonProj,1.0,7156,18
4,6,know,15,X happened,M,Tony really likes to party with his friends,factH,Does Rebecca know that X happened?,15,F,Thomas,Joyce,NonProj,0.99,3988,18
5,7,control,control2,X happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,Kenneth,NA,control,0.99,5813,18
6,8,announce,19,X happened,F,Jon lives 10 miles away from work,factL,Did Ruth announce that X happened?,19,F,Carol,Catherine,C,1.0,3529,18
7,9,confirm,12,X happened,F,Frank is allergic to cats,factL,Did Melissa confirm that X happened?,12,F,Sarah,Anna,C,0.25,6250,18
8,10,hear,1,X happened,F,Mary is a middle school student,factL,Did Patrick hear that X happened?,1,M,Jennifer,Kevin,C,1.0,3084,18
9,11,prove,9,X happened,M,Grace loves her sister,factH,Did Andrew prove that X happened?,9,M,Matthew,Justin,C,0.19,41446,18
10,12,control,control6,X happened,F,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,Donna,NA,control,1.0,11089,18
11,13,inform_Sam,18,X happened,F,Julian is Cuban,factH,Did Kathleen inform Sam that X happened?,18,F,Margaret,Ruth,C,0.98,10470,18
12,14,be_right_that,16,X happened,M,Josh is a 75-year old man,factL,Is Sharon right that X happened?,16,F,George,Stephanie,C,0.13,4198,18
13,15,demonstrate,6,X happened,F,Mia is a nun,factL,Did Ray demonstrate that X happened?,6,M,Donna,Eric,C,0.56,3390,18
14,16,control,control4,X happened,M,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Robert,NA,control,0.32,17278,18
15,17,think,11,X happened,M,Danny is a diabetic,factL,Does Amanda think that X happened?,11,F,Steven,Angela,NonProj,0.48,5284,18
16,18,control,control3,X happened,M,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,George,NA,control,0.97,9448,18
17,19,suggest,3,X happened,M,Emma is in first grade,factL,Did Justin suggest that X happened?,3,M,Kenneth,Gary,C,0.35,4954,18
18,20,reveal,14,X happened,M,Jayden doesn't have a driver's license,factL,Did Stephanie reveal that X happened?,14,F,Robert,Diane,NonProj,0.74,3743,18
19,21,discover,8,X happened,F,Emily has been saving for a year,factH,Did Brian discover that X happened?,8,M,Linda,Tyler,NonProj,0.58,4166,18
20,22,control,control5,X happened,M,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Richard,NA,control,1.0,8146,18
21,23,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Lisa,NA,control,1.0,13834,18
22,24,say,7,X happened,M,Isabella is from Argentina,factH,Did Kevin say that X happened?,7,M,David,Alexander,C,0.58,3513,18
23,25,admit,4,X happened,F,Olivia works the third shift,factH,Did Jerry admit that X happened?,4,M,Helen,Nicholas,C,0.71,3104,18
24,26,establish,10,X happened,F,Zoe is a math major,factH,Did Tim establish that X happened?,10,M,Karen,Benjamin,NonProj,0.67,2485,18
25,27,confess,17,X happened,M,Owen lives in Chicago,factH,Did Cynthia confess that X happened?,17,F,Paul,Nicole,C,0.81,2387,18
0,2,control,control6,X happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,David,NA,control,1.0,45947,19
1,3,announce,2,X happened,F,Josie loves France,factH,Did Scott announce that X happened?,2,M,Karen,Raymond,C,0.96,28763,19
2,4,reveal,7,X happened,F,Isabella is a vegetarian,factL,Did Kevin reveal that X happened?,7,M,Betty,Patrick,NonProj,0.95,45647,19
3,5,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Betty,NA,control,0.97,81720,19
4,6,control,control2,X happened,M,Mary visited her aunt on Sunday,NA,Did Mary's aunt get sick before or after X happened?,control2,NA,George,NA,control,0.01,89958,19
5,7,acknowledge,3,X happened,M,Emma is in first grade,factL,Did Justin acknowledge that X happened?,3,M,Robert,Nicholas,C,0.97,23143,19
6,8,confess,4,X happened,M,Olivia has two small children,factL,Did Jerry confess that X happened?,4,M,George,Eric,C,0.01,31920,19
7,9,annoyed,15,X happened,M,Tony has been sober for 20 years,factL,Is Rebecca annoyed that X happened?,15,F,Paul,Stephanie,NonProj,0.98,21225,19
8,10,discover,18,X happened,F,Julian is German,factL,Did Kathleen discover that X happened?,18,F,Margaret,Kathleen,NonProj,0.97,111287,19
9,11,demonstrate,14,X happened,M,Jayden doesn't have a driver's license,factL,Did Stephanie demonstrate that X happened?,14,F,David,Brenda,C,0.99,17423,19
10,12,establish,5,X happened,F,Sophia is a hipster,factH,Did Ben establish that X happened?,5,M,Donna,Benjamin,NonProj,0.01,17240,19
11,13,control,control1,X happened,F,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Nancy,NA,control,0.02,25392,19
12,14,pretend,20,X happened,M,Charley lives in Mexico,factH,Did Anna pretend that X happened?,20,F,Mark,Melissa,NonProj,0.98,23487,19
13,15,control,control4,X happened,F,Vanessa won a prize at school,NA,"Did Vanessa improve at math, now that X happened?",control4,NA,Margaret,NA,control,0.99,23880,19
14,16,think,9,X happened,M,Grace loves her sister,factH,Does Andrew think that X happened?,9,M,Kenneth,Tyler,NonProj,0.0,56511,19
15,17,suggest,10,X happened,M,Zoe is a math major,factH,Did Tim suggest that X happened?,10,M,James,Ronald,C,0.01,15816,19
16,18,admit,1,X happened,F,Mary is a middle school student,factL,Did Patrick admit that X happened?,1,M,Jessica,Jeffrey,C,0.01,19792,19
17,19,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Dorothy,NA,control,0.01,28039,19
18,20,see,17,X happened,F,Owen lives in Chicago,factH,Did Cynthia see that X happened?,17,F,Carol,Heather,NonProj,0.01,13135,19
19,21,say,19,X happened,F,Jon lives 10 miles away from work,factL,Did Ruth say that X happened?,19,F,Nancy,Carolyn,C,0.09,20488,19
20,22,confirm,12,X happened,F,Frank has always wanted a pet,factH,Did Melissa confirm that X happened?,12,F,Ashley,Nicole,C,0.04,229405,19
21,23,prove,11,X happened,F,Danny loves cake,factH,Did Amanda prove that X happened?,11,F,Linda,Rachel,C,0.01,27512,19
22,24,hear,16,X happened,M,Josh is a 5-year old boy,factH,Did Sharon hear that X happened?,16,F,Richard,Sharon,C,0.79,14375,19
23,25,know,8,X happened,F,Emily never has any money,factL,Does Brian know that X happened?,8,M,Dorothy,Jacob,NonProj,0.5,6296,19
24,26,inform_Sam,13,X happened,M,Jackson is obese,factL,Did Laura inform Sam that X happened?,13,F,Christopher,Angela,C,0.68,4024,19
25,27,be_right_that,6,X happened,F,Mia is a college student,factH,Is Ray right that X happened?,6,M,Michelle,Kevin,C,0.88,6088,19
0,2,inform_Sam,19,X happened,F,Jon lives 2 blocks away from work,factH,Did Ruth inform Sam that X happened?,19,F,Carol,Virginia,C,0.85,572419,20
1,3,discover,2,X happened,F,Josie doesn't have a passport,factL,Did Scott discover that X happened?,2,M,Nancy,Nicholas,NonProj,0.15,2456,20
2,4,be_right_that,14,X happened,F,Jayden doesn't have a driver's license,factL,Is Stephanie right that X happened?,14,F,Sarah,Angela,C,0.92,2112,20
3,5,control,control5,X happened,F,Trish sent Madison a card,NA,"Did Madison have a baby, despite the fact that X happened?",control5,NA,Lisa,NA,control,0.25,2296,20
4,6,control,control6,X happened,M,Hendrick just bought a car,NA,"Did Hendrick's car get more expensive, now that X happened?",control6,NA,William,NA,control,0.66,3528,20
5,7,control,control1,X happened,M,Zack is a member of the golf club,NA,"Is Zack coming to the meeting tomorrow, even though X happened last night?",control1,NA,Mark,NA,control,0.18,1991,20
6,8,control,control3,X happened,F,Todd goes to the gym 3 times a week,NA,"Did Todd stop playing football in high school, despite the fact that X happened?",control3,NA,Sandra,NA,control,0.78,1673,20
7,9,know,3,X happened,F,Emma is in law school,factH,Does Justin know that X happened?,3,M,Kimberly,Scott,NonProj,0.22,1470,20
8,10,confirm,11,X happened,F,Danny is a diabetic,factL,Did Amanda confirm that X happened?,11,F,Sandra,Catherine,C,0.71,2337,20
9,11,admit,9,X happened,F,Grace loves her sister,factH,Did Andrew admit that X happened?,9,M,Helen,Ryan,C,0.21,1920,20
10,12,suggest,5,X happened,F,Sophia is a high end fashion model,factL,Did Ben suggest that X happened?,5,M,Lisa,Andrew,C,0.8,1616,20
11,13,acknowledge,4,X happened,M,Olivia works the third shift,factH,Did Jerry acknowledge that X happened?,4,M,James,Timothy,C,0.12,1856,20
12,14,say,17,X happened,M,Owen lives in New Orleans,factL,Did Cynthia say that X happened?,17,F,William,Diane,C,0.81,3576,20
13,15,demonstrate,12,X happened,M,Frank has always wanted a pet,factH,Did Melissa demonstrate that X happened?,12,F,Kenneth,Sharon,C,0.19,2360,20
14,16,announce,7,X happened,F,Isabella is from Argentina,factH,Did Kevin announce that X happened?,7,M,Susan,Justin,C,0.81,1968,20
15,17,pretend,6,X happened,M,Mia is a college student,factH,Did Ray pretend that X happened?,6,M,Thomas,Eric,NonProj,0.21,5800,20
16,18,reveal,13,X happened,M,Jackson is obese,factL,Did Laura reveal that X happened?,13,F,Paul,Amanda,NonProj,0.85,1864,20
17,19,confess,15,X happened,M,Tony has been sober for 20 years,factL,Did Rebecca confess that X happened?,15,F,Mark,Heather,C,0.93,15472,20
18,20,annoyed,10,X happened,F,Zoe is a math major,factH,Is Tim annoyed that X happened?,10,M,Linda,Brian,NonProj,0.14,3792,20
19,21,hear,16,X happened,M,Josh is a 5-year old boy,factH,Did Sharon hear that X happened?,16,F,Robert,Carolyn,C,0.89,3191,20
20,22,see,1,X happened,F,Mary is taking a prenatal yoga class,factH,Did Patrick see that X happened?,1,M,Jessica,Jacob,NonProj,0.13,2313,20
